datetime,flowrate
9/4/1976,215
9/5/1976,187
9/6/1976,100
9/7/1976,161
9/8/1976,196
9/9/1976,196
9/10/1976,363
9/11/1976,257
9/12/1976,187
9/13/1976,291
9/14/1976,338
9/15/1976,235
9/16/1976,257
9/17/1976,432
9/18/1976,363
9/19/1976,291
9/20/1976,326
9/21/1976,351
9/22/1976,280
9/23/1976,302
9/24/1976,178
9/25/1976,205
9/26/1976,302
9/27/1976,462
9/28/1976,390
9/29/1976,603
9/30/1976,662
10/1/1976,433
10/2/1976,295
10/3/1976,280
10/4/1976,284
10/5/1976,310
10/6/1976,481
10/7/1976,535
10/8/1976,426
10/9/1976,636
10/10/1976,615
10/11/1976,523
10/12/1976,463
10/13/1976,517
10/14/1976,295
10/15/1976,380
10/16/1976,216
10/17/1976,137
10/18/1976,203
10/19/1976,195
10/20/1976,752
10/21/1976,875
10/22/1976,419
10/23/1976,216
10/24/1976,327
10/25/1976,380
10/26/1976,363
10/27/1976,500
10/28/1976,2680
10/29/1976,1160
10/30/1976,476
10/31/1976,493
11/1/1976,397
11/2/1976,446
11/3/1976,407
11/4/1976,317
11/5/1976,348
11/6/1976,398
11/7/1976,286
11/8/1976,306
11/9/1976,314
11/10/1976,248
11/11/1976,229
11/12/1976,255
11/13/1976,331
11/14/1976,220
11/15/1976,201
11/16/1976,231
11/17/1976,277
11/18/1976,1100
11/19/1976,754
11/20/1976,409
11/21/1976,325
11/22/1976,433
11/23/1976,320
11/24/1976,148
11/25/1976,185
11/26/1976,328
11/27/1976,419
11/28/1976,215
11/29/1976,468
11/30/1976,396
12/1/1976,250
12/2/1976,720
12/3/1976,650
12/4/1976,550
12/5/1976,480
12/6/1976,420
12/7/1976,360
12/8/1976,330
12/9/1976,310
12/10/1976,290
12/11/1976,270
12/12/1976,250
12/13/1976,220
12/14/1976,200
12/15/1976,190
12/16/1976,180
12/17/1976,170
12/18/1976,160
12/19/1976,150
12/20/1976,200
12/21/1976,300
12/22/1976,900
12/23/1976,780
12/24/1976,700
12/25/1976,620
12/26/1976,560
12/27/1976,1500
12/28/1976,1200
12/29/1976,1000
12/30/1976,900
12/31/1976,800
1/1/1977,700
1/2/1977,620
1/3/1977,560
1/4/1977,500
1/5/1977,460
1/6/1977,430
1/7/1977,400
1/8/1977,370
1/9/1977,340
1/10/1977,320
1/11/1977,300
1/12/1977,290
1/13/1977,280
1/14/1977,270
1/15/1977,280
1/16/1977,270
1/17/1977,260
1/18/1977,250
1/19/1977,240
1/20/1977,240
1/21/1977,230
1/22/1977,230
1/23/1977,230
1/24/1977,230
1/25/1977,230
1/26/1977,230
1/27/1977,230
1/28/1977,220
1/29/1977,220
1/30/1977,230
1/31/1977,230
2/1/1977,220
2/2/1977,220
2/3/1977,210
2/4/1977,210
2/5/1977,200
2/6/1977,200
2/7/1977,200
2/8/1977,200
2/9/1977,210
2/10/1977,230
2/11/1977,350
2/12/1977,800
2/13/1977,1400
2/14/1977,1700
2/15/1977,1500
2/16/1977,1300
2/17/1977,1100
2/18/1977,1000
2/19/1977,920
2/20/1977,880
2/21/1977,860
2/22/1977,860
2/23/1977,1000
2/24/1977,2200
2/25/1977,3500
2/26/1977,5000
2/27/1977,7000
2/28/1977,11000
3/1/1977,14000
3/2/1977,12000
3/3/1977,9500
3/4/1977,13000
3/5/1977,26800
3/6/1977,34300
3/7/1977,25600
3/8/1977,18600
3/9/1977,14200
3/10/1977,10400
3/11/1977,10200
3/12/1977,9170
3/13/1977,8340
3/14/1977,7200
3/15/1977,6460
3/16/1977,5680
3/17/1977,4490
3/18/1977,4650
3/19/1977,12800
3/20/1977,20000
3/21/1977,16300
3/22/1977,13300
3/23/1977,9430
3/24/1977,8970
3/25/1977,14000
3/26/1977,14400
3/27/1977,12400
3/28/1977,14600
3/29/1977,23500
3/30/1977,20000
3/31/1977,16000
4/1/1977,13000
4/2/1977,14000
4/3/1977,17000
4/4/1977,15000
4/5/1977,13000
4/6/1977,12000
4/7/1977,10000
4/8/1977,8800
4/9/1977,7000
4/10/1977,5400
4/11/1977,4000
4/12/1977,3300
4/13/1977,2880
4/14/1977,2570
4/15/1977,2610
4/16/1977,2340
4/17/1977,2240
4/18/1977,1860
4/19/1977,1870
4/20/1977,2080
4/21/1977,1960
4/22/1977,2070
4/23/1977,24100
4/24/1977,56200
4/25/1977,48800
4/26/1977,32900
4/27/1977,20700
4/28/1977,13200
4/29/1977,8170
4/30/1977,7980
5/1/1977,6680
5/2/1977,5820
5/3/1977,9630
5/4/1977,13200
5/5/1977,22300
5/6/1977,21000
5/7/1977,15400
5/8/1977,10700
5/9/1977,7130
5/10/1977,4960
5/11/1977,4290
5/12/1977,3530
5/13/1977,2900
5/14/1977,2050
5/15/1977,2140
5/16/1977,1730
5/17/1977,1520
5/18/1977,1590
5/19/1977,1160
5/20/1977,1210
5/21/1977,1050
5/22/1977,1020
5/23/1977,988
5/24/1977,913
5/25/1977,889
5/26/1977,750
5/27/1977,829
5/28/1977,845
5/29/1977,579
5/30/1977,632
5/31/1977,675
6/1/1977,702
6/2/1977,440
6/3/1977,375
6/4/1977,448
6/5/1977,481
6/6/1977,476
6/7/1977,353
6/8/1977,354
6/9/1977,550
6/10/1977,658
6/11/1977,673
6/12/1977,880
6/13/1977,874
6/14/1977,966
6/15/1977,864
6/16/1977,797
6/17/1977,852
6/18/1977,1100
6/19/1977,998
6/20/1977,810
6/21/1977,581
6/22/1977,579
6/23/1977,518
6/24/1977,417
6/25/1977,447
6/26/1977,336
6/27/1977,421
6/28/1977,823
6/29/1977,1180
6/30/1977,713
7/1/1977,6390
7/2/1977,11500
7/3/1977,9250
7/4/1977,5990
7/5/1977,4110
7/6/1977,2760
7/7/1977,2130
7/8/1977,1500
7/9/1977,1160
7/10/1977,983
7/11/1977,965
7/12/1977,934
7/13/1977,821
7/14/1977,866
7/15/1977,798
7/16/1977,654
7/17/1977,662
7/18/1977,524
7/19/1977,515
7/20/1977,597
7/21/1977,899
7/22/1977,1190
7/23/1977,1000
7/24/1977,662
7/25/1977,596
7/26/1977,439
7/27/1977,445
7/28/1977,388
7/29/1977,404
7/30/1977,398
7/31/1977,415
8/1/1977,330
8/2/1977,287
8/3/1977,299
8/4/1977,276
8/5/1977,322
8/6/1977,1550
8/7/1977,1620
8/8/1977,1380
8/9/1977,1850
8/10/1977,1650
8/11/1977,1690
8/12/1977,3010
8/13/1977,4160
8/14/1977,3880
8/15/1977,2610
8/16/1977,1900
8/17/1977,2050
8/18/1977,1940
8/19/1977,1210
8/20/1977,837
8/21/1977,1220
8/22/1977,1100
8/23/1977,1060
8/24/1977,1040
8/25/1977,1140
8/26/1977,1020
8/27/1977,897
8/28/1977,725
8/29/1977,647
8/30/1977,603
8/31/1977,574
9/1/1977,693
9/2/1977,574
9/3/1977,447
9/4/1977,509
9/5/1977,758
9/6/1977,647
9/7/1977,662
9/8/1977,588
9/9/1977,574
9/10/1977,509
9/11/1977,280
9/12/1977,246
9/13/1977,432
9/14/1977,1080
9/15/1977,3990
9/16/1977,5470
9/17/1977,7800
9/18/1977,10900
9/19/1977,10300
9/20/1977,10500
9/21/1977,9570
9/22/1977,7600
9/23/1977,5830
9/24/1977,3260
9/25/1977,2290
9/26/1977,1910
9/27/1977,1540
9/28/1977,1590
9/29/1977,1340
9/30/1977,1490
10/1/1977,1450
10/2/1977,1470
10/3/1977,1500
10/4/1977,1490
10/5/1977,1510
10/6/1977,1230
10/7/1977,934
10/8/1977,1030
10/9/1977,1510
10/10/1977,2150
10/11/1977,2130
10/12/1977,2140
10/13/1977,1870
10/14/1977,1670
10/15/1977,1340
10/16/1977,1090
10/17/1977,1050
10/18/1977,1050
10/19/1977,894
10/20/1977,848
10/21/1977,820
10/22/1977,690
10/23/1977,670
10/24/1977,759
10/25/1977,683
10/26/1977,766
10/27/1977,746
10/28/1977,634
10/29/1977,736
10/30/1977,740
10/31/1977,596
11/1/1977,672
11/2/1977,912
11/3/1977,1430
11/4/1977,1400
11/5/1977,1040
11/6/1977,1040
11/7/1977,966
11/8/1977,959
11/9/1977,846
11/10/1977,1260
11/11/1977,1300
11/12/1977,1210
11/13/1977,1230
11/14/1977,1090
11/15/1977,1200
11/16/1977,1090
11/17/1977,1330
11/18/1977,1590
11/19/1977,1460
11/20/1977,1540
11/21/1977,1990
11/22/1977,1950
11/23/1977,2030
11/24/1977,1900
11/25/1977,1810
11/26/1977,1890
11/27/1977,1570
11/28/1977,1880
11/29/1977,1350
11/30/1977,1360
12/1/1977,4470
12/2/1977,13800
12/3/1977,15300
12/4/1977,11800
12/5/1977,8800
12/6/1977,6610
12/7/1977,4250
12/8/1977,3710
12/9/1977,2410
12/10/1977,2600
12/11/1977,2800
12/12/1977,3100
12/13/1977,3800
12/14/1977,8000
12/15/1977,17000
12/16/1977,38000
12/17/1977,50500
12/18/1977,56100
12/19/1977,64000
12/20/1977,60800
12/21/1977,49600
12/22/1977,35200
12/23/1977,25800
12/24/1977,21100
12/25/1977,20800
12/26/1977,17900
12/27/1977,13000
12/28/1977,7110
12/29/1977,5950
12/30/1977,5620
12/31/1977,5020
1/1/1978,4510
1/2/1978,3620
1/3/1978,4880
1/4/1978,6600
1/5/1978,3830
1/6/1978,2050
1/7/1978,1830
1/8/1978,1700
1/9/1978,1600
1/10/1978,1600
1/11/1978,1500
1/12/1978,1400
1/13/1978,1400
1/14/1978,1300
1/15/1978,1300
1/16/1978,1200
1/17/1978,1200
1/18/1978,1200
1/19/1978,1200
1/20/1978,1100
1/21/1978,1100
1/22/1978,1100
1/23/1978,1100
1/24/1978,1000
1/25/1978,1000
1/26/1978,1000
1/27/1978,980
1/28/1978,960
1/29/1978,960
1/30/1978,940
1/31/1978,940
2/1/1978,920
2/2/1978,920
2/3/1978,920
2/4/1978,900
2/5/1978,900
2/6/1978,900
2/7/1978,900
2/8/1978,900
2/9/1978,880
2/10/1978,880
2/11/1978,860
2/12/1978,860
2/13/1978,860
2/14/1978,840
2/15/1978,840
2/16/1978,840
2/17/1978,820
2/18/1978,820
2/19/1978,820
2/20/1978,820
2/21/1978,820
2/22/1978,820
2/23/1978,820
2/24/1978,820
2/25/1978,820
2/26/1978,820
2/27/1978,800
2/28/1978,800
3/1/1978,800
3/2/1978,800
3/3/1978,800
3/4/1978,800
3/5/1978,800
3/6/1978,800
3/7/1978,800
3/8/1978,800
3/9/1978,800
3/10/1978,800
3/11/1978,800
3/12/1978,800
3/13/1978,900
3/14/1978,1700
3/15/1978,11000
3/16/1978,21900
3/17/1978,37300
3/18/1978,45400
3/19/1978,47600
3/20/1978,61400
3/21/1978,67200
3/22/1978,84000
3/23/1978,86400
3/24/1978,77400
3/25/1978,62600
3/26/1978,50300
3/27/1978,51700
3/28/1978,53000
3/29/1978,50800
3/30/1978,43600
3/31/1978,35200
4/1/1978,29800
4/2/1978,24500
4/3/1978,21500
4/4/1978,21700
4/5/1978,22900
4/6/1978,24500
4/7/1978,39400
4/8/1978,43100
4/9/1978,37900
4/10/1978,27800
4/11/1978,23000
4/12/1978,20900
4/13/1978,16800
4/14/1978,12700
4/15/1978,9960
4/16/1978,8060
4/17/1978,6870
4/18/1978,5770
4/19/1978,6600
4/20/1978,14100
4/21/1978,26300
4/22/1978,28700
4/23/1978,24500
4/24/1978,19200
4/25/1978,14600
4/26/1978,12100
4/27/1978,9870
4/28/1978,7440
4/29/1978,6180
4/30/1978,4810
5/1/1978,4350
5/2/1978,2900
5/3/1978,2160
5/4/1978,1680
5/5/1978,2570
5/6/1978,2320
5/7/1978,2050
5/8/1978,2350
5/9/1978,2430
5/10/1978,1950
5/11/1978,2080
5/12/1978,2130
5/13/1978,2290
5/14/1978,3220
5/15/1978,4850
5/16/1978,6560
5/17/1978,7150
5/18/1978,6370
5/19/1978,5440
5/20/1978,5160
5/21/1978,5880
5/22/1978,6870
5/23/1978,6100
5/24/1978,5090
5/25/1978,4740
5/26/1978,5020
5/27/1978,4500
5/28/1978,3900
5/29/1978,3600
5/30/1978,3400
5/31/1978,3100
6/1/1978,2800
6/2/1978,2300
6/3/1978,2000
6/4/1978,1800
6/5/1978,1700
6/6/1978,1600
6/7/1978,1600
6/8/1978,2100
6/9/1978,2300
6/10/1978,2400
6/11/1978,2100
6/12/1978,1700
6/13/1978,1310
6/14/1978,1190
6/15/1978,1250
6/16/1978,1550
6/17/1978,1660
6/18/1978,1390
6/19/1978,1110
6/20/1978,999
6/21/1978,1150
6/22/1978,750
6/23/1978,733
6/24/1978,665
6/25/1978,682
6/26/1978,3190
6/27/1978,8490
6/28/1978,5690
6/29/1978,4220
6/30/1978,4030
7/1/1978,4580
7/2/1978,6180
7/3/1978,10400
7/4/1978,10900
7/5/1978,10500
7/6/1978,9110
7/7/1978,7110
7/8/1978,5690
7/9/1978,4480
7/10/1978,3590
7/11/1978,2570
7/12/1978,2030
7/13/1978,1660
7/14/1978,1370
7/15/1978,1170
7/16/1978,1080
7/17/1978,860
7/18/1978,750
7/19/1978,768
7/20/1978,698
7/21/1978,649
7/22/1978,1110
7/23/1978,1150
7/24/1978,601
7/25/1978,586
7/26/1978,665
7/27/1978,682
7/28/1978,444
7/29/1978,541
7/30/1978,325
7/31/1978,382
8/1/1978,382
8/2/1978,303
8/3/1978,325
8/4/1978,303
8/5/1978,261
8/6/1978,314
8/7/1978,406
8/8/1978,698
8/9/1978,586
8/10/1978,1020
8/11/1978,1250
8/12/1978,1150
8/13/1978,1130
8/14/1978,938
8/15/1978,750
8/16/1978,682
8/17/1978,419
8/18/1978,292
8/19/1978,359
8/20/1978,303
8/21/1978,458
8/22/1978,750
8/23/1978,617
8/24/1978,471
8/25/1978,303
8/26/1978,303
8/27/1978,271
8/28/1978,471
8/29/1978,419
8/30/1978,485
8/31/1978,633
9/1/1978,527
9/2/1978,458
9/3/1978,444
9/4/1978,336
9/5/1978,303
9/6/1978,261
9/7/1978,251
9/8/1978,232
9/9/1978,197
9/10/1978,197
9/11/1978,242
9/12/1978,251
9/13/1978,197
9/14/1978,359
9/15/1978,347
9/16/1978,382
9/17/1978,633
9/18/1978,733
9/19/1978,541
9/20/1978,527
9/21/1978,498
9/22/1978,406
9/23/1978,359
9/24/1978,432
9/25/1978,281
9/26/1978,242
9/27/1978,292
9/28/1978,205
9/29/1978,157
9/30/1978,232
10/1/1978,251
10/2/1978,223
10/3/1978,214
10/4/1978,325
10/5/1978,271
10/6/1978,314
10/7/1978,205
10/8/1978,172
10/9/1978,197
10/10/1978,197
10/11/1978,205
10/12/1978,261
10/13/1978,261
10/14/1978,223
10/15/1978,303
10/16/1978,271
10/17/1978,347
10/18/1978,303
10/19/1978,336
10/20/1978,251
10/21/1978,394
10/22/1978,325
10/23/1978,232
10/24/1978,223
10/25/1978,251
10/26/1978,281
10/27/1978,281
10/28/1978,197
10/29/1978,205
10/30/1978,251
10/31/1978,292
11/1/1978,251
11/2/1978,822
11/3/1978,325
11/4/1978,242
11/5/1978,232
11/6/1978,197
11/7/1978,197
11/8/1978,261
11/9/1978,406
11/10/1978,419
11/11/1978,458
11/12/1978,406
11/13/1978,471
11/14/1978,822
11/15/1978,370
11/16/1978,394
11/17/1978,1040
11/18/1978,768
11/19/1978,444
11/20/1978,733
11/21/1978,649
11/22/1978,601
11/23/1978,586
11/24/1978,586
11/25/1978,336
11/26/1978,359
11/27/1978,541
11/28/1978,841
11/29/1978,370
11/30/1978,601
12/1/1978,471
12/2/1978,485
12/3/1978,879
12/4/1978,2320
12/5/1978,3280
12/6/1978,4090
12/7/1978,3320
12/8/1978,3480
12/9/1978,4250
12/10/1978,3500
12/11/1978,3000
12/12/1978,2000
12/13/1978,1700
12/14/1978,1390
12/15/1978,1200
12/16/1978,1100
12/17/1978,980
12/18/1978,850
12/19/1978,750
12/20/1978,700
12/21/1978,958
12/22/1978,601
12/23/1978,541
12/24/1978,682
12/25/1978,698
12/26/1978,649
12/27/1978,485
12/28/1978,485
12/29/1978,444
12/30/1978,485
12/31/1978,1750
1/1/1979,6640
1/2/1979,10600
1/3/1979,11200
1/4/1979,9250
1/5/1979,5620
1/6/1979,4220
1/7/1979,3500
1/8/1979,3000
1/9/1979,2750
1/10/1979,2400
1/11/1979,2150
1/12/1979,1950
1/13/1979,1800
1/14/1979,1650
1/15/1979,1500
1/16/1979,1400
1/17/1979,1300
1/18/1979,1200
1/19/1979,1100
1/20/1979,1050
1/21/1979,1000
1/22/1979,940
1/23/1979,880
1/24/1979,820
1/25/1979,780
1/26/1979,740
1/27/1979,700
1/28/1979,680
1/29/1979,660
1/30/1979,640
1/31/1979,620
2/1/1979,600
2/2/1979,580
2/3/1979,560
2/4/1979,540
2/5/1979,520
2/6/1979,500
2/7/1979,480
2/8/1979,460
2/9/1979,450
2/10/1979,430
2/11/1979,420
2/12/1979,410
2/13/1979,400
2/14/1979,400
2/15/1979,390
2/16/1979,380
2/17/1979,380
2/18/1979,390
2/19/1979,390
2/20/1979,400
2/21/1979,410
2/22/1979,420
2/23/1979,470
2/24/1979,4500
2/25/1979,8600
2/26/1979,13000
2/27/1979,15000
2/28/1979,12800
3/1/1979,10800
3/2/1979,12900
3/3/1979,14500
3/4/1979,23800
3/5/1979,45500
3/6/1979,53400
3/7/1979,44000
3/8/1979,34400
3/9/1979,27100
3/10/1979,23300
3/11/1979,20200
3/12/1979,15900
3/13/1979,11700
3/14/1979,9110
3/15/1979,8150
3/16/1979,8020
3/17/1979,6950
3/18/1979,6140
3/19/1979,6370
3/20/1979,7560
3/21/1979,5950
3/22/1979,6760
3/23/1979,6140
3/24/1979,5550
3/25/1979,4850
3/26/1979,4380
3/27/1979,3620
3/28/1979,3320
3/29/1979,5660
3/30/1979,17700
3/31/1979,22900
4/1/1979,19300
4/2/1979,15400
4/3/1979,12400
4/4/1979,9340
4/5/1979,10800
4/6/1979,12000
4/7/1979,11000
4/8/1979,9110
4/9/1979,11700
4/10/1979,13700
4/11/1979,13400
4/12/1979,13300
4/13/1979,17000
4/14/1979,30500
4/15/1979,36100
4/16/1979,34800
4/17/1979,29400
4/18/1979,19600
4/19/1979,13900
4/20/1979,8670
4/21/1979,7190
4/22/1979,5690
4/23/1979,4850
4/24/1979,3990
4/25/1979,3690
4/26/1979,3350
4/27/1979,3280
4/28/1979,3620
4/29/1979,3690
4/30/1979,4150
5/1/1979,3620
5/2/1979,3420
5/3/1979,3450
5/4/1979,3250
5/5/1979,3590
5/6/1979,3650
5/7/1979,3650
5/8/1979,3550
5/9/1979,3250
5/10/1979,2780
5/11/1979,2660
5/12/1979,2270
5/13/1979,2110
5/14/1979,2270
5/15/1979,2460
5/16/1979,2550
5/17/1979,2900
5/18/1979,2430
5/19/1979,2240
5/20/1979,1930
5/21/1979,1900
5/22/1979,1730
5/23/1979,2030
5/24/1979,2180
5/25/1979,5690
5/26/1979,16000
5/27/1979,21500
5/28/1979,20000
5/29/1979,13900
5/30/1979,8980
5/31/1979,5660
6/1/1979,5020
6/2/1979,4280
6/3/1979,3650
6/4/1979,2900
6/5/1979,2240
6/6/1979,1980
6/7/1979,1930
6/8/1979,2180
6/9/1979,3030
6/10/1979,3960
6/11/1979,3350
6/12/1979,2900
6/13/1979,2380
6/14/1979,2080
6/15/1979,1780
6/16/1979,1410
6/17/1979,1330
6/18/1979,978
6/19/1979,822
6/20/1979,918
6/21/1979,1270
6/22/1979,1780
6/23/1979,2000
6/24/1979,1730
6/25/1979,1520
6/26/1979,1290
6/27/1979,1040
6/28/1979,768
6/29/1979,860
6/30/1979,6250
7/1/1979,9830
7/2/1979,9200
7/3/1979,8200
7/4/1979,5200
7/5/1979,3900
7/6/1979,3000
7/7/1979,2300
7/8/1979,2000
7/9/1979,3400
7/10/1979,4500
7/11/1979,5600
7/12/1979,5000
7/13/1979,4000
7/14/1979,3000
7/15/1979,3300
7/16/1979,3000
7/17/1979,2400
7/18/1979,1900
7/19/1979,1400
7/20/1979,1100
7/21/1979,900
7/22/1979,720
7/23/1979,600
7/24/1979,520
7/25/1979,560
7/26/1979,733
7/27/1979,1900
7/28/1979,2380
7/29/1979,1800
7/30/1979,1370
7/31/1979,1710
8/1/1979,1800
8/2/1979,5800
8/3/1979,12900
8/4/1979,10500
8/5/1979,8240
8/6/1979,5800
8/7/1979,3990
8/8/1979,3350
8/9/1979,3550
8/10/1979,4220
8/11/1979,4580
8/12/1979,5160
8/13/1979,4030
8/14/1979,2570
8/15/1979,1660
8/16/1979,1390
8/17/1979,1080
8/18/1979,2490
8/19/1979,4610
8/20/1979,3420
8/21/1979,4220
8/22/1979,7280
8/23/1979,5800
8/24/1979,5910
8/25/1979,9700
8/26/1979,6870
8/27/1979,4610
8/28/1979,2720
8/29/1979,3420
8/30/1979,4640
8/31/1979,5260
9/1/1979,5880
9/2/1979,4280
9/3/1979,3190
9/4/1979,2660
9/5/1979,2110
9/6/1979,3000
9/7/1979,2630
9/8/1979,1950
9/9/1979,1460
9/10/1979,1130
9/11/1979,879
9/12/1979,860
9/13/1979,733
9/14/1979,978
9/15/1979,1130
9/16/1979,1460
9/17/1979,2050
9/18/1979,1950
9/19/1979,1350
9/20/1979,1130
9/21/1979,999
9/22/1979,822
9/23/1979,768
9/24/1979,682
9/25/1979,586
9/26/1979,498
9/27/1979,394
9/28/1979,382
9/29/1979,419
9/30/1979,394
10/1/1979,393
10/2/1979,393
10/3/1979,453
10/4/1979,429
10/5/1979,741
10/6/1979,574
10/7/1979,618
10/8/1979,347
10/9/1979,466
10/10/1979,505
10/11/1979,404
10/12/1979,519
10/13/1979,546
10/14/1979,393
10/15/1979,404
10/16/1979,393
10/17/1979,441
10/18/1979,416
10/19/1979,519
10/20/1979,532
10/21/1979,505
10/22/1979,416
10/23/1979,633
10/24/1979,314
10/25/1979,273
10/26/1979,633
10/27/1979,532
10/28/1979,574
10/29/1979,358
10/30/1979,347
10/31/1979,429
11/1/1979,546
11/2/1979,574
11/3/1979,532
11/4/1979,633
11/5/1979,618
11/6/1979,663
11/7/1979,709
11/8/1979,648
11/9/1979,574
11/10/1979,825
11/11/1979,896
11/12/1979,1010
11/13/1979,1230
11/14/1979,3480
11/15/1979,1760
11/16/1979,600
11/17/1979,620
11/18/1979,580
11/19/1979,560
11/20/1979,560
11/21/1979,492
11/22/1979,603
11/23/1979,914
11/24/1979,6360
11/25/1979,13600
11/26/1979,20800
11/27/1979,23000
11/28/1979,24200
11/29/1979,24900
11/30/1979,19400
12/1/1979,14200
12/2/1979,10900
12/3/1979,8420
12/4/1979,6430
12/5/1979,4970
12/6/1979,4100
12/7/1979,4100
12/8/1979,3220
12/9/1979,3270
12/10/1979,2910
12/11/1979,2670
12/12/1979,2330
12/13/1979,2280
12/14/1979,2480
12/15/1979,2230
12/16/1979,2150
12/17/1979,2230
12/18/1979,2150
12/19/1979,1570
12/20/1979,1520
12/21/1979,1360
12/22/1979,2180
12/23/1979,10200
12/24/1979,24300
12/25/1979,41000
12/26/1979,41700
12/27/1979,34900
12/28/1979,25400
12/29/1979,18700
12/30/1979,14700
12/31/1979,11400
1/1/1980,8820
1/2/1980,7420
1/3/1980,5770
1/4/1980,4590
1/5/1980,3690
1/6/1980,3330
1/7/1980,3100
1/8/1980,2000
1/9/1980,1400
1/10/1980,1200
1/11/1980,2000
1/12/1980,5000
1/13/1980,7000
1/14/1980,7950
1/15/1980,6940
1/16/1980,5330
1/17/1980,4970
1/18/1980,5740
1/19/1980,5940
1/20/1980,5840
1/21/1980,5270
1/22/1980,4590
1/23/1980,3980
1/24/1980,2400
1/25/1980,2000
1/26/1980,1900
1/27/1980,1800
1/28/1980,1700
1/29/1980,1600
1/30/1980,1400
1/31/1980,1200
2/1/1980,1200
2/2/1980,1100
2/3/1980,1000
2/4/1980,920
2/5/1980,860
2/6/1980,820
2/7/1980,780
2/8/1980,780
2/9/1980,780
2/10/1980,780
2/11/1980,740
2/12/1980,700
2/13/1980,700
2/14/1980,700
2/15/1980,700
2/16/1980,700
2/17/1980,700
2/18/1980,740
2/19/1980,1170
2/20/1980,896
2/21/1980,878
2/22/1980,2510
2/23/1980,10200
2/24/1980,15300
2/25/1980,14400
2/26/1980,11900
2/27/1980,8820
2/28/1980,6790
2/29/1980,6470
3/1/1980,5000
3/2/1980,3500
3/3/1980,2900
3/4/1980,2600
3/5/1980,2600
3/6/1980,3100
3/7/1980,3500
3/8/1980,6010
3/9/1980,15000
3/10/1980,24000
3/11/1980,35000
3/12/1980,21900
3/13/1980,18700
3/14/1980,13400
3/15/1980,9670
3/16/1980,8460
3/17/1980,13100
3/18/1980,29700
3/19/1980,32200
3/20/1980,26600
3/21/1980,25800
3/22/1980,32600
3/23/1980,33800
3/24/1980,31500
3/25/1980,28500
3/26/1980,26200
3/27/1980,22000
3/28/1980,17600
3/29/1980,14900
3/30/1980,16600
3/31/1980,20200
4/1/1980,22400
4/2/1980,19400
4/3/1980,15300
4/4/1980,16900
4/5/1980,21800
4/6/1980,20200
4/7/1980,16400
4/8/1980,13200
4/9/1980,12200
4/10/1980,13100
4/11/1980,12500
4/12/1980,11100
4/13/1980,9760
4/14/1980,12000
4/15/1980,21100
4/16/1980,22900
4/17/1980,19100
4/18/1980,14800
4/19/1980,10000
4/20/1980,8620
4/21/1980,7350
4/22/1980,6190
4/23/1980,5010
4/24/1980,4440
4/25/1980,3660
4/26/1980,3220
4/27/1980,2940
4/28/1980,4070
4/29/1980,6900
4/30/1980,4850
5/1/1980,4530
5/2/1980,4100
5/3/1980,3690
5/4/1980,3220
5/5/1980,2910
5/6/1980,2560
5/7/1980,2380
5/8/1980,1760
5/9/1980,1980
5/10/1980,1810
5/11/1980,1910
5/12/1980,1690
5/13/1980,2030
5/14/1980,2130
5/15/1980,2180
5/16/1980,2000
5/17/1980,2380
5/18/1980,6510
5/19/1980,12400
5/20/1980,12400
5/21/1980,8380
5/22/1980,7310
5/23/1980,5810
5/24/1980,5070
5/25/1980,4560
5/26/1980,5240
5/27/1980,5040
5/28/1980,3660
5/29/1980,2830
5/30/1980,2380
5/31/1980,2330
6/1/1980,2280
6/2/1980,5910
6/3/1980,25800
6/4/1980,38800
6/5/1980,44400
6/6/1980,33900
6/7/1980,22600
6/8/1980,21900
6/9/1980,17500
6/10/1980,11500
6/11/1980,8740
6/12/1980,6790
6/13/1980,5810
6/14/1980,4940
6/15/1980,4380
6/16/1980,4850
6/17/1980,6830
6/18/1980,5770
6/19/1980,3980
6/20/1980,3050
6/21/1980,2910
6/22/1980,2610
6/23/1980,1980
6/24/1980,1710
6/25/1980,1610
6/26/1980,1640
6/27/1980,1320
6/28/1980,1270
6/29/1980,1270
6/30/1980,878
7/1/1980,933
7/2/1980,1050
7/3/1980,1010
7/4/1980,989
7/5/1980,1880
7/6/1980,4160
7/7/1980,3510
7/8/1980,3510
7/9/1980,2830
7/10/1980,3330
7/11/1980,3480
7/12/1980,2800
7/13/1980,5500
7/14/1980,6790
7/15/1980,5500
7/16/1980,3810
7/17/1980,2640
7/18/1980,1930
7/19/1980,1640
7/20/1980,1270
7/21/1980,1090
7/22/1980,3510
7/23/1980,9800
7/24/1980,6650
7/25/1980,3870
7/26/1980,2410
7/27/1980,2030
7/28/1980,2030
7/29/1980,7950
7/30/1980,9550
7/31/1980,7690
8/1/1980,4970
8/2/1980,3810
8/3/1980,2880
8/4/1980,1810
8/5/1980,1590
8/6/1980,1430
8/7/1980,1250
8/8/1980,1090
8/9/1980,914
8/10/1980,951
8/11/1980,989
8/12/1980,1570
8/13/1980,1470
8/14/1980,1690
8/15/1980,2670
8/16/1980,3720
8/17/1980,5200
8/18/1980,5740
8/19/1980,5300
8/20/1980,5070
8/21/1980,9510
8/22/1980,10300
8/23/1980,8030
8/24/1980,6080
8/25/1980,5100
8/26/1980,4350
8/27/1980,3270
8/28/1980,2230
8/29/1980,1690
8/30/1980,1360
8/31/1980,1270
